molecule_chembl_id,,fix_smiles,standard_value,pic50
CHEMBL3657840,,COCCS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,101,6.995678626
CHEMBL3657851,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,159,6.798602876
CHEMBL3657952,,O=C(NS(=O)(=O)NCCCO)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,22,7.657577319
CHEMBL3657877,,CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)c(C2CC2)c1,700,6.15490196
CHEMBL110164,,COc1cc(C(=O)N=C(N)NCCCCc2ccccc2)cc(OC)c1OC,1510,5.821023053
CHEMBL106459,,Cc1ccccc1C(=O)N=C(N)NCCCCc1ccccc1,1750,5.756961951
CHEMBL108347,,CCCCOc1ccc(C(=O)N=C(N)NCCCCc2ccccc2)cc1,560,6.251811973
CHEMBL108727,,CCOc1ccc(C(=O)N=C(N)NCCCCc2ccccc2)cc1,1100,5.958607315
CHEMBL321883,,COc1ccc(C(=O)N=C(N)NCCCCc2ccccc2)cc1,2100,5.677780705
CHEMBL108728,,Cc1ccc(C(=O)N=C(N)NCCCCc2ccccc2)cc1,2850,5.54515514
CHEMBL5082739,,O=C(NS(=O)(=O)C1COC1)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,750,6.124938737
CHEMBL320248,,Cc1ccc(C(=O)N=C(N)NCCSCc2ccccc2)cc1,10800,4.966576245
CHEMBL108782,,Cc1ccc(C(=O)N=C(N)NCCCOc2ccccc2)cc1,5600,5.251811973
CHEMBL5081884,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3ccccc3)CC2)cc1F,30000,4.522878745
CHEMBL5082321,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3cc(Cl)cc(Cl)c3)CC2)cc1F,7000,5.15490196
CHEMBL5080891,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3ccc(Cl)cc3)CC2)cc1F,27000,4.568636236
CHEMBL431643,,N=C(NCCCCc1ccccc1)NC(=O)c1cc(Cl)ccc1Cl,7890,5.102922997
CHEMBL107684,,N=C(NCCCCc1ccccc1)NC(=O)c1ccc(Cl)c(Cl)c1,15500,4.809668302
CHEMBL110352,,N=C(NCCCCc1ccccc1)NC(=O)c1c(Cl)cccc1Cl,5400,5.26760624
CHEMBL109012,,N=C(NCCCCc1ccccc1)NC(=O)c1cccc(Cl)c1Cl,2710,5.567030709
CHEMBL322599,,N=C(NCCCCc1ccccc1)NC(=O)c1ccc(Cl)cc1,3600,5.443697499
CHEMBL322055,,CN=C(NCCCCc1ccccc1)NC(=O)c1ccc(C)cc1,9000,5.045757491
