molecule_chembl_id,,fix_smiles,standard_value,pic50
CHEMBL3654182,,CC1(C)[C@H]2CC[C@H](COc3cc(F)c(C(=O)NS(C)(=O)=O)cc3Cl)[C@@H]1C2,1070,5.970616222
CHEMBL2047521,,O=C(Nc1cnc(Cl)nc1)c1ccc(F)c(F)c1,30000,4.522878745
CHEMBL1079257,,O=C(O)CCC1(c2ccccc2C(F)(F)F)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1078715,,O=C(O)CCC1(c2ccc(C(F)(F)F)cc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1079258,,O=C(O)CCC1(c2cccc(C(F)(F)F)c2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1077781,,O=C(O)CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1078565,,O=C(O)CCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1078628,,CCN(CC)C(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1078657,,O=C(O)CCCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1078755,,N#CCCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1079140,,CN(C)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1079246,,CNC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1079256,,O=C(O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1079290,,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCO)(c2ccccc2)C1,10000,5
CHEMBL1079291,,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCCO)(c2ccccc2)C1,10000,5
CHEMBL1077963,,O=C(O)CCC1(c2ccccn2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1079362,,CC1(c2ccccc2)CCCN(C(=O)Nc2ccncc2)C1,10000,5
CHEMBL1078337,,O=C(O)CCC1(c2cccnc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1078336,,O=C(O)CCC1(c2ccncc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL1079360,,CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10000,5
CHEMBL561788,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3C(F)(F)F)no2)CC1,10000,5
CHEMBL551058,,CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1,10000,5
CHEMBL559531,,O=C(O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1,10000,5
CHEMBL564757,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cccnc3)no2)CC1,10000,5
CHEMBL556487,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccncc3)no2)CC1,10000,5
CHEMBL562822,,O=C(N[C@@H]1C[C@H]1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,10000,5
CHEMBL552382,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,10000,5
CHEMBL557032,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cnccn3)no2)CC1,10000,5
CHEMBL551517,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ncccn3)no2)CC1,10000,5
CHEMBL3634334,,COc1ccccc1OCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1,77000,4.113509275
CHEMBL3634336,,COc1ccc(OCC(O)CN2CCC(N3Cc4ccccc4C3=O)CC2)cc1,13000,4.886056648
CHEMBL3634335,,COc1cccc(OCC(O)CN2CCC(N3Cc4ccccc4C3=O)CC2)c1,10000,5
CHEMBL3634333,,O=C1c2ccccc2CN1C1CCN(CC(O)COc2ccccc2)CC1,38000,4.420216403
CHEMBL3632693,,COc1cc(C(F)(F)F)ccc1OCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1,5600,5.251811973
CHEMBL3634337,,O=C1c2ccccc2CN1C1CCN(CC(O)COc2ccccc2C(F)(F)F)CC1,7100,5.148741651
CHEMBL3632692,,O=C1c2ccccc2CN1C1CCN(CC(O)COc2ccc(C(F)(F)F)cc2)CC1,2800,5.552841969
CHEMBL3632691,,O=C1c2ccccc2CN1C1CCN(CC(O)COc2cccc(C(F)(F)F)c2)CC1,4400,5.356547324
CHEMBL563732,,O=C(NC1CC1c1ccccc1)N1CCC(n2cncn2)CC1,10000,5
CHEMBL564975,,O=C(NC1CC1c1ccccc1)N1CCC(n2ccnn2)CC1,10000,5
CHEMBL550652,,Cn1cnnc1C1CCN(C(=O)NC2CC2c2ccccc2)CC1,10000,5
CHEMBL562869,,Cn1cc(C2CCN(C(=O)NC3CC3c3ccccc3)CC2)nn1,10000,5
CHEMBL559101,,O=C(NC1CC1c1ccccc1)N1CCC(n2cccn2)CC1,10000,5
CHEMBL561379,,O=C(NC1CC1c1ccccc1)N1CCC(c2nnco2)CC1,10000,5
CHEMBL564547,,Cc1noc(C2CCN(C(=O)NC3CC3c3ccccc3)CC2)n1,10000,5
CHEMBL561259,,O=C(NC1CC1c1ccccc1)N1CCC(c2ncon2)CC1,10000,5
CHEMBL5071877,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3ccc(OC(F)(F)F)cc3)CC2)cc1F,17000,4.769551079
CHEMBL3634324,,O=C1CCc2c(cccc2C2CCN(CC(O)COc3ccccc3C(=O)c3ccccc3)CC2)N1,18000,4.744727495
CHEMBL3634322,,O=C1COc2c(cccc2C2CCN(CC(O)COc3ccccc3C(=O)c3ccccc3)CC2)N1,7000,5.15490196
CHEMBL2337981,,CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,33000,4.48148606
CHEMBL1081703,,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccccn3)cc2)C1,10000,5
CHEMBL1621,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,25118.86,4.600000075
CHEMBL85,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,102000,3.991399828
CHEMBL1813048,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,5200,5.283996656
CHEMBL1813042,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(C(F)(F)F)cc4)CC3)n2)c1C,6800,5.167491087
CHEMBL1627,,CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,483,6.316052869
CHEMBL841,,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,239,6.621602099
CHEMBL3632695,,COc1cc(C(F)(F)F)ccc1COCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1,6100,5.214670165
CHEMBL3632694,,O=C1c2ccccc2CN1C1CCN(CC(O)COCc2ccc(C(F)(F)F)cc2)CC1,3000,5.522878745
CHEMBL1813049,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)n2)c1C,500,6.301029996
CHEMBL1813050,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,300,6.522878745
CHEMBL1729,,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,14700,4.832682665
CHEMBL3632696,,O=C(NC1CCN(CC(O)COc2ccc(C(F)(F)F)cc2)CC1)c1ccccc1,1100,5.958607315
CHEMBL1080973,,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(Cl)cc2Cl)C1,10000,5
CHEMBL3634326,,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(N2C(=O)COc3ccccc32)CC1,5200,5.283996656
CHEMBL3632641,,O=C(c1ccccc1)c1ccc(OCC(O)CN2CCC(N3Cc4ccccc4C3=O)CC2)cc1,1200,5.920818754
CHEMBL3634332,,O=C(c1ccccc1)c1cccc(OCC(O)CN2CCC(N3Cc4ccccc4C3=O)CC2)c1,3700,5.431798276
CHEMBL3634329,,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(N2Cc3ccccc3C2=O)CC1,24000,4.619788758
CHEMBL3634327,,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(n2c(=O)oc3ccccc32)CC1,3400,5.468521083
CHEMBL3634328,,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(n2c(O)cc3ccccc32)CC1,33000,4.48148606
CHEMBL552061,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3nccc4ccccc34)no2)CC1,10000,5
CHEMBL551921,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,10000,5
CHEMBL3634331,,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(C(=O)Nc2ccccc2)CC1,1900,5.721246399
CHEMBL3634330,,O=C(NC1CCN(CC(O)COc2ccccc2C(=O)c2ccccc2)CC1)c1ccccc1,4900,5.30980392
CHEMBL562926,,O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1,10000,5
CHEMBL1078232,,O=C(CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1)N1CCOCC1,10000,5
CHEMBL550242,,O=C(NC1CCc2ccccc2C1)N1CCC(c2nc(-c3ccccn3)no2)CC1,10000,5
CHEMBL1796068,,COCCCn1cc(CN(C(=O)C2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc21,30000,4.522878745
CHEMBL1079244,,O=C(Nc1ccc(Cl)cc1)N1CCCC(CCC2=NNNN2)(c2ccccc2)C1,10000,5
CHEMBL552402,,O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1,10000,5
CHEMBL555347,,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,10000,5
CHEMBL3632698,,COc1cc(C(F)(F)F)ccc1COCC(O)CN1CCC(C(=O)Nc2ccccc2)CC1,16000,4.795880017
CHEMBL3632697,,O=C(Nc1ccccc1)C1CCN(CC(O)COc2ccc(C(F)(F)F)cc2)CC1,3400,5.468521083
CHEMBL5080495,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(C(=O)c3cc(Cl)cc(Cl)c3)CC2)cc1F,6400,5.193820026
CHEMBL552196,,Cc1c(C2CCN(C(=O)NC3CC3c3ccccc3)CC2)o[nH]c1=O,10000,5
CHEMBL1079361,,CC1(c2ccccc2)CCCN(C(=O)Nc2noc3ccccc23)C1,10000,5
CHEMBL1077780,,CC1(c2ccccc2)CCCN(C(=O)N[C@H]2C[C@@H]2c2ccccc2)C1,10000,5
CHEMBL488817,,CC1(C)C[C@@H](CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1,84000,4.075720714
CHEMBL2392692,,CNc1nc(C)nc(N2CCC(C(=O)NCc3ccc(Br)cc3OC(F)(F)F)CC2)n1,10000,5
CHEMBL270190,,C[C@H]1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,251188.64,3.600000005
CHEMBL3318957,,CCOC[C@@H](CC(C)C)NC(=O)C1CNCC(C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O,30000,4.522878745
CHEMBL4292013,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(C)(=O)=O)cc21,30000,4.522878745
CHEMBL4475206,,Cn1cc(-c2ccc(C(F)F)cc2)c2cc(F)c(C(=O)NS(C)(=O)=O)cc21,30000,4.522878745
CHEMBL4473435,,Cn1cc(-c2cccc(F)c2F)c2ccc(C(=O)NS(C)(=O)=O)cc21,30000,4.522878745
CHEMBL4462435,,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1,18000,4.744727495
CHEMBL4553935,,Cn1cc(-c2ccc(OC(F)(F)F)cc2)c2ccc(C(=O)NS(C)(=O)=O)cc21,16000,4.795880017
CHEMBL4437466,,Cc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1,30000,4.522878745
CHEMBL4459790,,CN(C)S(=O)(=O)NC(=O)c1ccc2c(-c3ccc(C(F)(F)F)cc3)cn(C)c2c1,19000,4.721246399
CHEMBL4466131,,CC(C)Cc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1,30000,4.522878745
CHEMBL4536400,,CCc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1,30000,4.522878745
CHEMBL4560705,,Cn1cc(-c2ccc(C(F)F)cc2)c2ccc(C(=O)NS(C)(=O)=O)cc21,30000,4.522878745
CHEMBL4570932,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(C)(=O)=O)cc21,20000,4.698970004
CHEMBL4568451,,CCc1cccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)c1,30000,4.522878745
CHEMBL4584289,,Cc1cccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)c1,30000,4.522878745
CHEMBL4454371,,Cn1cc(-c2ccccc2)c2ccc(C(=O)NS(C)(=O)=O)cc21,30000,4.522878745
CHEMBL4451746,,Cn1cc(-c2ccc(C(F)(F)F)cc2Cl)c2ccc(C(=O)NS(C)(=O)=O)cc21,8600,5.065501549
CHEMBL4550045,,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)c(F)cc23)cn1,16000,4.795880017
CHEMBL4581484,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1C#N,21000,4.677780705
CHEMBL4533111,,COc1cc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cnc1OCC(C)C,30000,4.522878745
CHEMBL4449475,,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cn1,30000,4.522878745
CHEMBL4475017,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)c(F)cc23)cc1Cl,7200,5.142667504
CHEMBL4279180,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,19000,4.721246399
CHEMBL4294322,,CCS(=O)(=O)NC(=O)c1ccc2c(-c3cnc(OCC(C)C)c(Cl)c3)cn(C)c2c1,5673,5.246187216
CHEMBL4435148,,CC(C)COc1ncc(-c2cn(C(C)C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,1700,5.769551079
CHEMBL4442002,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)N(C)C)ccc23)cc1Cl,6300,5.200659451
CHEMBL4447987,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C(C)C)ccc23)cc1Cl,14000,4.853871964
CHEMBL4453046,,Cn1cc(-c2cnc(OCC(F)(F)F)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc21,12000,4.920818754
CHEMBL4460439,,CC(C)COc1ncc(-c2cn(CC(C)C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,24000,4.619788758
CHEMBL4462639,,Cn1cc(-c2cnc(OCC(F)F)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc21,30000,4.522878745
CHEMBL4588325,,Cn1cc(-c2cnc(OCC(C)(C)O)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc21,30000,4.522878745
CHEMBL4215835,,CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1,33000,4.48148606
CHEMBL4287506,,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cn1,3700,5.431798276
CHEMBL4456402,,COc1cc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)cnc1OCC(C)C,30000,4.522878745
CHEMBL4447807,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cc1Cl,5100,5.292429824
CHEMBL4444425,,CC(C)COc1ncc(-c2cn(CC(C)C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)cc1Cl,11000,4.958607315
CHEMBL4560169,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)cc1Cl,12000,4.920818754
CHEMBL4276864,,Cn1cc(-c2ccc(C(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,9666,5.014753209
CHEMBL4290933,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,3800,5.420216403
CHEMBL4441297,,Cn1cc(-c2ccc(C(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4527346,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,8400,5.075720714
CHEMBL4438048,,Cn1cc(C2CCN(C(=O)OC(C)(C)C)CC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4571595,,CN1CCC(c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)CC1,30000,4.522878745
CHEMBL4468426,,Cn1cc(C2CCNCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4574408,,Cn1cc(C2CCCC(C)(C)C2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,4100,5.387216143
CHEMBL4524830,,Cn1cc(C2CCCCC2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,10000,5
CHEMBL4457708,,Cn1cc(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,2400,5.619788758
CHEMBL4576709,,Cn1cc(C2=CCN(C(=O)OC(C)(C)C)CC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4476747,,Cn1cc(C2=CCNCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4517683,,Cn1cc(C2CCCN(C(=O)OC(C)(C)C)C2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4527245,,Cn1cc(C2CCCNC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4435025,,Cc1cn(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc12,13000,4.886056648
CHEMBL4464346,,Cc1cn(C2C=CCCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc12,460,6.337242168
CHEMBL4450331,,Cn1cc(C2=CCOCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4464186,,Cn1cc(C2(C)CCCCO2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4515462,,Cn1cc(C(C)(C)C)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4553845,,Cc1cn(C)c2cc(C(=O)NS(=O)(=O)C3CC3)ccc12,30000,4.522878745
CHEMBL4563193,,CCC(c1cn(C)c2cc(C(=O)NS(=O)(=O)C3CC3)ccc12)C(C)(C)C,30000,4.522878745
CHEMBL4576876,,Cn1ccc2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4472095,,C[C@@H]1CC[C@@H](c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)C1,30000,4.522878745
CHEMBL4513354,,C[C@H]1CC[C@@H](c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)C1,5400,5.26760624
CHEMBL421032,,COc1ccc2[nH]cc(CCN=C(N)NC(=O)c3ccc(C)cc3)c2c1,1760,5.754487332
CHEMBL320314,,COc1cccc2[nH]cc(CCN=C(N)NC(=O)c3ccc(C)cc3)c12,3920,5.406713933
CHEMBL4439243,,Cn1cc(C2C3CC4CC2CN(C4)C3)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,30000,4.522878745
CHEMBL4447021,,Cn1cc(C2C3CC4CC(C3)CC2C4)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,8400,5.075720714
CHEMBL4283748,,Cn1cc(-c2cnc(OCC3CC3)c(Cl)c2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,15105,4.82087927
CHEMBL4435865,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)c3ccc(F)c(F)c3)cc21,18000,4.744727495
CHEMBL4555930,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)c3cccs3)cc21,3900,5.408935393
CHEMBL4443673,,Cn1cc(C2CCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,6700,5.173925197
CHEMBL2147222,,COc1ncc(-c2cccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,3162.28,5.499999679
CHEMBL2147223,,COc1ncc(-c2cccc(Cl)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5011.87,5.300000202
CHEMBL2147218,,Cc1ncc(-c2ccccc2CCNC(=O)c2cnc(OCCOCC(F)(F)F)c(C)c2)cn1,31622.78,4.499999953
CHEMBL2147221,,COc1ncc(-c2cccc(C)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,6309.57,5.200000237
CHEMBL2147210,,COc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,12589.25,4.900000142
CHEMBL2147214,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5011.87,5.300000202
CHEMBL2147217,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCOCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147303,,COc1ncc(-c2ccccc2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,19952.62,4.700000069
CHEMBL2147216,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147219,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(C(=O)NCCCC(F)(F)F)nc2)cn1,6309.57,5.200000237
CHEMBL2147220,,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(CNCCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147309,,Cc1cnc(-c2c(F)ccc(F)c2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,1584.89,5.800000875
CHEMBL2147209,,COc1cnc(-c2ccc(Cl)cc2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147211,,COc1cnc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,6309.57,5.200000237
CHEMBL2147316,,COc1cnc(-c2ccccc2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147312,,COc1ncc(-c2ccc(C)nc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147313,,COc1ncc(-c2cc(C)cnc2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147311,,COc1ncc(-c2cccnc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147314,,COc1ncc(-c2cccnc2C(C)CNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,31622.78,4.499999953
CHEMBL2147215,,O=C(NCCc1ccccc1-c1ccc(CO)nc1)c1ccc(OCCC(F)(F)F)nc1,12589.25,4.900000142
CHEMBL2147213,,O=C(NCCc1ccccc1-c1cccnc1)c1ccc(OCCC(F)(F)F)nc1,6309.57,5.200000237
CHEMBL2069415,,Cc1cc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cnc1CO,5011.87,5.300000202
CHEMBL2069413,,O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCCOCC(F)(F)F)nc1,7943.28,5.100000128
CHEMBL2069414,,CC(O)c1ccc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCOCC(F)(F)F)nc2)CO3)cn1,10000,5
CHEMBL2069420,,O=C(N[C@@H]1COc2cccc(-c3cncnc3)c2C1)c1ccc(OCCC(F)(F)F)nc1,3981.07,5.400000186
CHEMBL2069428,,Cc1cnc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,19952.62,4.700000069
CHEMBL2069402,,CN1CCN(c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)CC1,5011.87,5.300000202
CHEMBL1797413,,Cc1cccc(C)c1-c1noc(C)c1CC(=O)NCc1cccc(OCCOCC(F)(F)F)n1,12022.64,4.920000157
CHEMBL1271309,,Cc1cc(C)cc(NC(=O)c2cncc(-c3ccc(C#N)cc3)c2)c1,30000,4.522878745
CHEMBL3589894,,CNC(=O)c1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(N)n1,9000,5.045757491
CHEMBL4437652,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(C#N)c1,16100,4.793174124
CHEMBL4532519,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(C(F)F)c1,18800,4.725842151
CHEMBL4576210,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(C(F)(F)F)c1,2350,5.628932138
CHEMBL4469805,,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,11900,4.924453039
CHEMBL4547268,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,23700,4.625251654
CHEMBL4459717,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(Cl)c1,6000,5.22184875
CHEMBL3657834,,CS(=O)(=O)NC(=O)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(C2CC2)c1,2580,5.588380294
CHEMBL3662095,,COCCS(=O)(=O)NC(=O)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(C2CC2)c1,15300,4.815308569
CHEMBL3662094,,O=C(NS(=O)(=O)N1CCC1)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(C2CC2)c1,7500,5.124938737
