Molecule ChEMBL ID,Molecule Name,Smiles,Standard Relation,Standard Type,Standard Value,Assay Description,Document Journal,Document Year,Data Validity Comment
CHEMBL3414596,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416886,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,10000.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416906,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,4700.0,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,J Med Chem,2015,
CHEMBL3416944,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'=',IC50,3500.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3798549,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3236329,,O=C(NCc1noc(-c2c3ccccc3nn2CCn2ccnc2)n1)c1cccc(OC(F)(F)F)c1,'=',IC50,36000.0,Inhibition of human Nav1.5 assessed as tonic block by patch-clamp electrophysiology/cell based assay,J Med Chem,2014,
CHEMBL631,PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,'=',IC50,3300.0,Inhibition of human cloned Nav1.5 channel expressed in chinese hamster CHO cells assessed as tonic inhibition after 5 mins by patch clamp assay,J Med Chem,2011,
CHEMBL1915364,,Cl.O=C(CCc1ccccc1)c1cc(F)ccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,'>',IC50,5000.0,Inhibition of human cloned Nav1.5 channel expressed in chinese hamster CHO cells assessed as tonic inhibition after 5 mins by patch clamp assay,J Med Chem,2011,
CHEMBL254316,RALTEGRAVIR,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,'=',IC50,316227.77,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,'=',IC50,15848.93,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL255863,NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,'=',IC50,5011872.34,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,Outside typical range
CHEMBL3236343,,O=C(NCc1noc(-c2nn(CCn3ccnc3)c3ccccc23)n1)c1ccccc1,'>',IC50,100000.0,Inhibition of human Nav1.5 assessed as tonic block by patch-clamp electrophysiology/cell based assay,J Med Chem,2014,
CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,'=',IC50,39810.72,Inhibition of fast sodium current (INa) in HEK293 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL2164373,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCC(F)(F)CC1,'>',IC50,31000.0,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,J Med Chem,2012,
CHEMBL2164373,,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCC(F)(F)CC1,'>',IC50,33000.0,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,J Med Chem,2012,
CHEMBL3113248,,CC(C)(C)OC(=O)n1cc(-c2cccc(NC(=O)c3cc[nH]c3)c2)nc1N.Cl,'>',IC50,30000.0,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,Eur J Med Chem,2014,
CHEMBL4061129,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CC4CC(CC(O)(C4)C2)C3)cc1F,'>',IC50,30000.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4100208,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCCO2)cc1F,'=',IC50,4500.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL2324000,,Cn1nccc1-c1ccccc1Oc1ccc(S(=O)(=O)Nc2nccs2)cc1C#N,'>',IC50,10000.0,Inhibition of human NaV1.5,Bioorg Med Chem Lett,2017,
CHEMBL3236329,,O=C(NCc1noc(-c2c3ccccc3nn2CCn2ccnc2)n1)c1cccc(OC(F)(F)F)c1,'=',IC50,14800.0,Inhibition of human Nav1.5 assessed as 10 Hz block by patch-clamp electrophysiology/cell based assay,J Med Chem,2014,
CHEMBL2011947,,Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,'=',IC50,200.0,Antagonist activity at human partially inactivated NaV 1.5 channel expressed in HEK293 cells by manual whole cell patch clamp assay,Bioorg Med Chem Lett,2012,
CHEMBL434394,NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,'=',IC50,6309.57,Inhibition of fast sodium current (INa) in Chinese Hamster Ovary (CHO) K1 cells transfected with human Nav1.5 measured using IonWorks Quattro automated patch clamp platform,J Pharmacol Toxicol Methods,2014,
CHEMBL1294,QUINIDINE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,'=',IC50,16600.0,Inhibition of sodium current measured using whole-cell patch clamp experiments in HEK-293 cells stably transfected with hNaV1.5 cDNA,Cardiovasc Res,2011,
CHEMBL3341985,,CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,'=',IC50,1900.0,Inhibition of full length human NaV1.5 expressed in HEK293 cells coexpressing Nav beta1 subunit assessed as decrease in sodium current amplitude by PatchXpress automated voltage clamp method,J Med Chem,2018,
CHEMBL3325536,,CN1CC[C@@H](c2ccc(Cl)cc2)[C@H](COc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1,'>',IC50,10000.0,Inhibition of human Nav1.5 expressed in HEK cells assessed as reduction in sodium current at -60 mV holding potential by PatchXpress platform based whole cell patch clamp electrophysiological assay,Bioorg Med Chem Lett,2014,
CHEMBL1813048,,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,'=',IC50,5200.0,Inhibition of human cardiac sodium channel Nav1.5 expressed in human HEK293 cells by patch-clamp electrophysiological assay,J Med Chem,2011,
CHEMBL3800588,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'=',IC50,7800.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3799543,,CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@H](C(=O)N[C@@H](Cc4ccccc4)C(N)=O)C(C)C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC2=O,'>',IC50,10000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3799645,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(N)=O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,10000.0,Inhibition of human Nav1.5 expressed in HEK293 cells by whole cell patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL558,MEXILETINE,Cc1cccc(C)c1OCC(C)N,'=',IC50,420000.0,Blockade of human full-length NaV1.5 expressed in HEK293 cells co-transfected with pCD8-IRES-hbeta1 assessed as 0.1 Hz of half-maximal tonic-induced channel current at -120 mV holding potential after 36 to 72 hrs by patch clamp assay,J Med Chem,2012,Outside typical range
CHEMBL4092463,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCCCO2)cc1F,'=',IC50,237.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4087220,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2COCCO2)cc1F,'=',IC50,3200.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4084685,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCC[C@H](O)C2)cc1F,'=',IC50,3500.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4094879,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCC[C@@H](O)C2)cc1F,'=',IC50,1800.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4100176,,CON=C1CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,'=',IC50,94.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4095822,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCC3(CC2)OCCO3)cc1F,'=',IC50,407.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4064762,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCOCC2)cc1F,'=',IC50,2400.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4065798,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCCO2)cc1F,'=',IC50,3700.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL3416890,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3416911,,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL3798261,,CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@H](C(=O)N[C@@H](Cc4ccccc4)C(N)=O)C(C)C)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](Cc1cccc4ccccc14)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N3)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC2=O,'>',IC50,5000.0,Inhibition of human Nav1.5 expressed in HEK293 cells assessed as inward peak current by ion-works quattro patch clamp electrophysiology method,J Med Chem,2016,
CHEMBL496189,,O=C1CC2(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC2)Oc2ccccc21,'>',IC50,10000.0,Inhibition of Voltage-gated sodium channel subunit alpha Nav1.5,Bioorg Med Chem Lett,2009,
CHEMBL4073353,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCCC2CCOC2)cc1F,'=',IC50,133.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4073324,,O=C1CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,'=',IC50,2700.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4062009,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CCOCC2)cc1F,'=',IC50,336.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4102647,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCOCC2)cc1F,'=',IC50,127.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4065798,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCCO2)cc1F,'=',IC50,874.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -60 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4061793,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,'>',IC50,30000.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4099769,,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CCCOC2)cc1F,'=',IC50,7700.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL4064295,,CC(C)(C)[C@H]1OCCC[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,'>',IC50,30000.0,Inhibition of human Nav1.5 inactivated state form expressed in HEK293 cells at -50 mV holding potential by by automated patch clamp electrophysiology assay,Bioorg Med Chem,2017,
CHEMBL3983724,,COc1cc(C(F)(F)F)ccc1N1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,'=',IC50,2000.0,Inhibition of human Nav1.5 expressed in HEK293 cells incubated for 3 to 5 mins at -50 mV holding potential by patchXpress electrophysiology assay,J Med Chem,2017,
